Age,Potential,Value,ShortPassing,Balance,Strength,Interceptions,SlidingTackle,BMI,Work Rate_NUM
30,68,725000,48,43,74,68,72,21.97,8
21,73,825000,57,56,67,62,60,21.97,5
21,74,925000,58,53,83,58,63,23.89,8
27,69,975000,55,38,80,66,64,23.57,8
21,69,425000,49,58,62,57,58,22.15,6
25,70,1100000,56,39,91,63,64,24.69,8
31,72,1600000,65,34,77,72,74,22.07,5
20,71,500000,49,51,73,59,65,19.93,8
23,69,750000,62,34,78,61,58,23.38,8
22,66,425000,51,65,59,58,63,22.59,8
23,73,1500000,46,40,80,59,66,21.9,8
30,66,700000,61,39,87,65,62,23.27,5
32,66,550000,46,32,91,63,62,24.44,3
35,65,190000,54,45,80,63,63,25.62,3
34,68,325000,56,51,80,68,67,22.55,6
25,64,300000,39,67,65,57,68,23.29,8
26,65,525000,69,41,80,63,62,22.82,8
22,65,325000,43,58,73,59,59,23.59,8
30,64,475000,55,38,86,59,66,24.59,8
30,67,825000,53,49,76,66,70,24.9,8
24,70,825000,47,62,74,62,62,23.2,2
34,65,200000,58,32,76,65,63,25.45,8
19,73,475000,49,74,58,61,58,23.12,8
22,71,825000,55,62,73,60,61,21.16,8
22,71,400000,57,45,77,54,57,20.01,3
30,70,1300000,56,37,90,72,69,24.67,3
23,75,1200000,56,34,79,63,63,21.26,5
36,71,325000,55,44,90,71,71,29.19,6
19,68,240000,41,62,67,51,51,22.69,8
20,70,500000,59,48,76,51,62,19.72,8
25,67,525000,52,35,87,61,60,22.55,8
19,75,550000,49,55,69,59,65,23.12,8
22,74,925000,48,50,75,65,60,20.37,8
18,79,575000,41,61,50,59,70,20.45,8
30,63,400000,60,60,66,61,58,24.72,8
36,68,220000,56,50,76,65,68,21.5,6
21,66,425000,36,76,60,58,67,22.04,6
22,71,825000,49,34,83,59,60,22.35,8
24,68,475000,51,66,57,59,71,23.41,8
18,69,275000,52,68,48,47,60,21.6,6
20,70,275000,48,60,61,54,52,21.1,8
32,63,300000,58,49,87,62,57,22.75,8
29,67,800000,65,30,88,65,57,23.51,3
22,71,700000,50,37,67,62,64,22.63,5
23,74,1500000,64,33,78,66,62,20.3,8
36,67,150000,63,49,90,62,62,24.67,8
18,75,475000,39,72,44,58,68,19.57,3
18,77,550000,43,65,56,58,69,22.59,2
27,62,250000,41,47,71,54,60,22.71,6
19,73,350000,33,83,39,54,55,22.49,2
20,72,675000,61,55,65,61,63,22.07,8
26,62,250000,57,61,72,58,58,22.21,8
24,63,300000,45,61,81,57,58,23.96,6
20,69,375000,44,35,57,52,53,23.67,8
19,77,1300000,54,47,71,67,66,21.56,8
19,73,800000,50,47,82,62,64,23.52,6
21,66,300000,53,71,51,47,57,20.83,7
28,69,1100000,55,31,80,68,67,23.8,5
24,64,325000,46,32,90,58,58,23.48,8
22,68,525000,48,49,83,58,59,21.7,5
25,67,700000,58,59,75,65,66,22.55,5
37,69,250000,45,32,91,71,69,24.16,8
19,76,725000,36,54,72,58,66,21.7,8
20,69,500000,54,53,76,56,62,22.79,8
19,71,500000,55,34,75,59,64,22.39,8
25,67,600000,60,52,82,60,63,20.56,5
19,73,275000,50,63,50,54,49,22.41,6
22,64,400000,50,31,90,59,61,23.67,5
36,70,275000,52,32,91,73,69,23.82,8
24,63,275000,45,54,78,58,56,22.16,6
28,68,850000,49,31,94,64,58,23.91,5
32,64,300000,58,55,72,58,66,23.12,8
22,74,1200000,61,55,65,63,65,22.79,6
19,71,450000,48,67,70,59,57,21.5,6
22,70,700000,48,35,88,57,59,22.65,2
26,68,625000,49,31,85,57,62,21.45,5
24,64,300000,44,64,67,54,56,20.9,8
22,74,750000,42,39,73,56,68,23.3,6
36,63,90000,41,47,90,58,62,21.48,3
19,69,375000,41,53,65,53,64,23.7,8
24,70,975000,52,39,87,66,61,22.63,8
28,65,625000,41,41,86,62,66,25.23,5
25,65,375000,58,54,61,57,64,23.04,5
18,72,525000,38,60,68,64,67,21.27,8
19,76,600000,39,43,80,59,62,21.93,5
20,72,450000,33,75,54,55,68,24.9,8
23,71,500000,40,38,71,60,64,21.88,8
21,69,425000,42,54,73,57,58,20.9,8
29,62,300000,56,48,84,56,58,25.13,3
20,74,400000,50,63,65,58,55,21.62,6
30,61,275000,55,59,82,60,57,23.89,8
19,68,325000,40,59,72,55,56,20.72,8
19,75,350000,47,50,69,54,56,21.45,8
26,68,825000,54,35,90,63,62,24.41,8
21,74,575000,50,60,64,58,68,22.21,8
18,69,150000,54,67,71,47,59,22.09,8
19,73,350000,39,53,70,60,55,22.55,8
20,71,375000,41,61,51,57,61,20.01,5
35,66,200000,61,47,73,66,64,20.5,5
30,65,575000,55,32,89,59,62,23.71,3
18,75,550000,49,41,77,52,65,24.33,8
34,62,130000,52,53,76,61,61,21.33,5
28,60,210000,47,52,82,56,57,24.36,6
25,64,450000,55,33,78,61,59,23.62,8
22,68,525000,43,46,74,60,59,20.22,3
20,67,300000,38,61,72,50,55,21.93,8
26,57,130000,28,71,55,50,55,23.36,8
21,74,525000,44,44,77,52,57,20.07,8
21,68,425000,41,49,63,57,65,22.07,8
18,78,500000,48,44,65,57,59,21.3,8
27,67,675000,42,42,81,59,65,22.35,5
21,67,475000,44,57,73,59,59,23.12,8
20,70,450000,44,57,71,59,58,21.68,3
20,67,325000,51,36,74,54,54,23.3,8
33,66,400000,44,33,84,65,62,21.93,3
25,64,275000,45,30,84,56,62,21.61,6
23,72,825000,42,49,80,56,64,22.44,5
29,66,725000,48,37,85,63,67,22.44,8
37,70,275000,63,57,77,74,73,22.15,6
22,67,350000,41,47,73,50,57,21.75,8
19,71,275000,40,52,60,53,57,20.45,8
21,63,170000,33,66,41,50,50,22.15,8
32,59,150000,37,49,81,62,56,23.45,5
19,73,450000,48,34,69,54,62,21.04,8
22,61,200000,39,49,70,51,52,20.68,8
21,67,300000,47,65,63,57,57,22.22,8
19,69,275000,43,50,74,53,54,21.1,8
23,78,2300000,49,38,78,71,69,22.88,8
23,63,275000,43,44,75,54,53,23.03,8
19,73,300000,42,52,66,56,57,21.61,5
19,68,325000,34,67,54,56,64,22.22,3
20,65,250000,32,56,59,56,66,21.97,5
21,67,350000,55,62,56,57,60,22.64,8
23,62,240000,55,52,78,49,56,23.27,3
20,68,275000,38,54,70,54,56,23.12,8
19,70,275000,34,64,65,54,57,21.43,8
19,69,275000,40,57,68,54,55,21.8,6
26,67,775000,52,29,93,58,61,24.19,8
19,65,210000,33,40,56,50,51,20.52,8
27,60,230000,35,70,81,54,59,19.06,3
19,68,210000,35,58,75,54,49,22.92,8
28,66,675000,59,49,85,64,66,22.99,5
22,77,1400000,64,56,68,64,68,22.09,8
30,63,400000,44,37,82,64,62,20.4,8
18,71,300000,49,57,68,53,55,18.99,5
19,72,350000,55,57,61,55,60,23.25,8
21,68,220000,39,51,72,52,53,23.08,8
19,70,275000,38,57,71,55,54,22.93,5
19,72,160000,49,44,69,49,54,19.41,8
20,64,190000,34,53,61,50,56,21.91,8
20,68,210000,46,58,67,52,54,22.15,8
19,68,210000,40,55,57,54,53,22.64,8
19,66,130000,28,60,51,55,54,18.99,8
20,60,110000,30,81,37,51,52,20.43,6
19,67,120000,30,31,75,53,53,20.92,8
33,47,25000,39,47,54,45,46,25.56,4
23,61,200000,31,33,75,46,59,23.7,8
